,age,sex,income,height,city,education,children
52013,26,Male,43040,1.86,Los Angeles,Master,0
52014,51,Male,57163,1.68,Chicago,Master,3
52015,88,Female,58928,1.62,Phoenix,Bachelor,0
52016,69,Female,70064,1.59,Houston,Bachelor,5
52017,37,Female,55310,1.55,Los Angeles,PhD,1
52018,18,Female,41657,1.53,Phoenix,PhD,0
52019,56,Female,32095,1.63,Chicago,PhD,3
52020,68,Male,92729,1.96,New York,PhD,3
52021,47,Male,73645,1.82,Chicago,No especificado,0
52022,15,Male,96916,1.7,Houston,Master,1
52023,63,Male,88645,1.83,Houston,Master,5
52024,76,Male,25628,1.53,New York,PhD,0
52025,59,Male,87577,1.51,Houston,Master,1
52026,25,Male,95864,1.59,New York,Master,1
52027,56,Female,68590,1.57,Phoenix,No especificado,5
52029,73,Male,55276,1.97,Chicago,No especificado,5
52031,78,Male,70864,1.55,Phoenix,Master,0
52033,12,Male,40635,1.82,Chicago,Master,4
52034,1,Male,40379,1.81,Chicago,Master,2
52035,17,Male,65716,1.72,Los Angeles,PhD,1
52036,84,Female,59278,1.79,Los Angeles,Master,3
52037,64,Male,60431,1.74,Houston,Master,3
52039,78,Female,89485,1.88,Los Angeles,Master,5
52040,98,Male,62749,1.53,Chicago,Master,5
52041,8,Male,93034,1.5,Chicago,Master,2
52042,87,Female,35004,1.96,Los Angeles,No especificado,3
52043,80,Female,25738,1.82,New York,Master,4
52044,41,Male,96995,1.87,New York,Bachelor,4
52045,93,Male,59139,1.68,Phoenix,No especificado,3
52046,95,Male,40568,1.88,Chicago,No especificado,0
52047,87,Male,25194,1.87,Houston,Master,4
52048,17,Male,95499,1.69,Houston,No especificado,2
52049,2,Female,41754,1.94,New York,Master,3
52050,25,Male,58450,1.89,Los Angeles,Bachelor,1
52051,70,Female,28865,1.54,New York,Bachelor,2
52052,85,Female,60894,1.55,Los Angeles,No especificado,3
52053,59,Male,39008,1.7,Houston,Bachelor,2
52054,21,Female,56619,1.9,Phoenix,PhD,3
52055,13,Female,42929,1.82,Los Angeles,PhD,4
52056,17,Female,55250,1.56,Los Angeles,Master,4
52057,16,Male,67512,1.91,Phoenix,Master,4
52059,47,Male,47008,1.98,Los Angeles,Master,3
52060,82,Female,84712,1.65,Chicago,No especificado,1
52061,10,Female,49479,1.79,Los Angeles,Bachelor,3
52062,74,Male,45990,1.59,Chicago,No especificado,3
52063,6,Female,24332,1.95,New York,No especificado,1
52064,82,Male,20834,1.71,New York,Master,3
52066,46,Male,69289,1.62,Houston,PhD,1
52067,94,Male,93018,1.68,Chicago,Master,3
52068,49,Male,49258,1.82,Los Angeles,Bachelor,1
52069,22,Male,77572,1.87,Chicago,PhD,0
52070,40,Male,29765,1.83,Chicago,Master,4
52071,93,Female,68965,1.75,Houston,No especificado,2
52073,54,Female,25424,1.52,Phoenix,PhD,3
52074,89,Male,76171,1.78,Chicago,No especificado,4
52075,24,Male,66011,1.82,Los Angeles,No especificado,1
52076,20,Female,46641,1.84,Chicago,PhD,3
52077,5,Male,90640,1.75,New York,Bachelor,0
52078,13,Female,57492,1.86,Los Angeles,PhD,2
52080,44,Female,50000,1.69,Houston,PhD,1
52081,55,Female,91473,1.57,Los Angeles,Bachelor,1
52082,53,Female,76323,1.83,Houston,Bachelor,4
52083,28,Female,48973,1.87,Phoenix,No especificado,2
52084,81,Female,52267,1.86,Phoenix,Bachelor,2
52085,31,Male,70437,1.79,Chicago,Bachelor,3
52086,78,Female,24224,1.79,Houston,PhD,4
52087,28,Male,22366,1.58,Chicago,Bachelor,0
52089,46,Male,31067,1.77,New York,PhD,5
52090,5,Male,52002,1.55,Houston,Bachelor,5
52091,67,Female,39464,1.92,Houston,Bachelor,1
52092,20,Male,57708,1.77,New York,Master,5
52093,37,Female,99529,1.96,Chicago,Bachelor,2
52094,25,Female,68221,1.87,Phoenix,PhD,0
52095,94,Female,75538,1.77,New York,PhD,4
52096,17,Male,83963,1.58,New York,No especificado,3
52097,50,Female,92312,1.58,Los Angeles,PhD,5
52098,17,Female,76759,1.55,Phoenix,Master,5
52099,42,Male,78594,1.97,Chicago,PhD,0
52100,31,Female,92954,1.82,Los Angeles,PhD,2
52101,87,Male,88157,1.83,Chicago,No especificado,0
52102,69,Male,28945,1.72,Phoenix,PhD,5
52103,12,Male,42709,1.52,Phoenix,Master,1
52107,7,Male,40647,1.97,Los Angeles,PhD,0
52109,64,Male,34808,1.62,Chicago,Bachelor,5
52110,41,Female,49970,1.89,Los Angeles,PhD,5
52111,41,Male,71812,1.8,Los Angeles,Bachelor,4
52112,77,Female,98256,1.81,Los Angeles,No especificado,3
52113,97,Female,31059,1.75,Los Angeles,PhD,0
52114,68,Male,90987,1.59,Chicago,Bachelor,0
52115,37,Male,31426,1.56,Chicago,No especificado,1
52116,9,Female,26733,1.93,New York,Bachelor,3
52117,87,Male,47161,1.75,New York,No especificado,4
52119,21,Female,48760,1.83,Chicago,Bachelor,2
52120,8,Female,72500,1.89,Chicago,Master,1
52121,19,Male,80360,1.53,Houston,Bachelor,3
52122,37,Female,42034,1.88,New York,PhD,1
52123,68,Male,80617,1.57,Chicago,No especificado,4
52124,39,Male,77055,1.62,Phoenix,Master,0
52125,25,Male,85226,1.9,Houston,Bachelor,2
52126,97,Male,70580,1.67,Los Angeles,PhD,3
52127,45,Female,82581,1.7,Chicago,Master,4
52128,7,Male,84403,1.99,Chicago,Master,3
52129,63,Male,76803,1.98,Chicago,No especificado,5
52130,36,Female,96047,1.82,Houston,Bachelor,3
52131,48,Female,40024,1.67,New York,No especificado,5
52132,2,Female,37530,1.76,New York,PhD,5
52134,96,Male,25741,1.78,Chicago,Bachelor,2
52135,77,Male,23207,1.78,Chicago,PhD,5
52136,28,Male,86836,1.85,Chicago,Bachelor,0
52137,95,Female,61702,1.65,Houston,PhD,2
52139,24,Female,63462,1.97,Phoenix,Bachelor,0
52141,7,Male,55199,1.54,Chicago,No especificado,4
52142,75,Male,82117,1.64,Phoenix,Bachelor,2
52143,82,Male,38767,1.81,Chicago,PhD,4
52144,73,Female,40681,1.97,Chicago,PhD,4
52145,78,Male,30579,1.88,Chicago,No especificado,2
52146,60,Female,28555,1.52,Houston,Bachelor,5
52147,4,Male,63894,1.61,Chicago,No especificado,2
52148,18,Female,43128,1.76,Los Angeles,Master,3
52149,34,Female,46660,1.51,Los Angeles,PhD,0
52150,35,Male,40688,1.76,Phoenix,No especificado,5
52151,1,Male,60508,1.64,Phoenix,Bachelor,2
52152,39,Male,74767,1.82,Chicago,Bachelor,4
52153,26,Female,43363,1.84,New York,Master,5
52154,12,Male,48291,1.54,Phoenix,No especificado,1
52155,4,Female,69097,2.0,New York,Master,4
52156,80,Male,96484,1.95,Los Angeles,Bachelor,5
52157,2,Male,84870,1.93,Los Angeles,No especificado,1
52158,60,Female,92609,1.85,Phoenix,PhD,2
52161,86,Female,49734,1.74,Houston,No especificado,0
52162,72,Female,96652,1.51,Houston,Bachelor,4
52163,23,Male,84128,1.9,Phoenix,Master,1
52164,31,Male,31217,1.95,New York,No especificado,4
52165,87,Female,65538,1.75,New York,Bachelor,4
52166,43,Male,59883,1.73,Houston,No especificado,4
52168,89,Female,66827,1.64,Houston,No especificado,3
52169,31,Female,43923,1.86,New York,No especificado,0
52170,17,Female,88639,1.57,Los Angeles,PhD,1
52171,97,Female,26399,1.9,Los Angeles,No especificado,3
52175,83,Male,37165,1.7,Phoenix,Master,5
52176,29,Male,86084,1.55,Los Angeles,Bachelor,5
52177,63,Female,72144,1.82,Chicago,Master,1
52179,46,Female,35718,1.62,New York,Bachelor,2
52180,44,Male,76623,1.75,Los Angeles,Bachelor,0
52181,33,Male,63439,1.89,New York,No especificado,4
52182,57,Male,68334,1.94,Los Angeles,Master,4
52183,51,Female,50918,1.86,Chicago,Master,2
52184,9,Male,49746,1.87,Chicago,Bachelor,5
52185,57,Female,53038,1.89,Los Angeles,Master,4
52186,17,Female,20276,1.6,Phoenix,Bachelor,2
52187,57,Male,62344,1.77,Phoenix,PhD,1
52188,46,Male,86455,1.96,Chicago,No especificado,5
52189,61,Male,75819,1.54,Los Angeles,No especificado,3
52190,29,Male,66759,1.88,Los Angeles,Bachelor,5
52191,44,Male,58733,1.78,Phoenix,No especificado,4
52193,40,Female,30885,1.54,Houston,Bachelor,4
52194,72,Female,87737,1.93,Phoenix,Bachelor,4
52195,14,Female,90077,1.5,Chicago,Master,2
52196,37,Female,69414,1.62,Chicago,No especificado,4
52197,60,Female,35449,1.59,Chicago,No especificado,2
52198,13,Male,23743,1.57,Chicago,PhD,2
52199,24,Female,66064,1.84,Phoenix,Bachelor,4
52200,50,Male,57866,1.97,Houston,Bachelor,1
52201,53,Male,66728,1.57,Phoenix,PhD,2
52202,55,Male,33334,1.94,Chicago,PhD,0
52203,14,Male,86116,1.99,Los Angeles,PhD,3
52204,44,Male,32072,1.81,Phoenix,Bachelor,4
52205,88,Male,80897,1.88,Los Angeles,Bachelor,4
52206,32,Female,40959,1.6,New York,Bachelor,5
52207,75,Male,85876,1.9,Chicago,Bachelor,2
52208,28,Female,77010,1.81,Los Angeles,No especificado,4
52209,99,Male,61042,1.63,Los Angeles,No especificado,5
52211,96,Female,49514,1.97,Los Angeles,PhD,5
52212,17,Female,39089,1.9,New York,Master,3
52213,78,Female,77582,1.96,Chicago,No especificado,1
52215,23,Male,33056,1.66,Los Angeles,Master,1
52216,60,Male,94392,1.75,Los Angeles,Master,4
52217,91,Female,96067,1.75,Phoenix,Master,4
52218,7,Male,93630,1.98,Los Angeles,No especificado,0
52219,18,Female,56513,1.69,Phoenix,Master,4
52220,9,Female,34728,2.0,Houston,Master,1
52221,45,Female,51623,1.61,Houston,No especificado,4
52222,8,Female,85598,1.63,Los Angeles,Bachelor,4
52223,83,Female,49047,1.79,Houston,PhD,5
52224,13,Male,46817,1.57,Phoenix,Master,4
52225,27,Male,76840,1.56,Houston,Master,3
52226,33,Male,67659,1.53,Chicago,Bachelor,3
52227,29,Female,83413,1.74,Chicago,Bachelor,4
52228,82,Male,80446,1.74,New York,No especificado,0
52229,32,Female,27179,1.74,Phoenix,Bachelor,0
52230,73,Female,36538,1.87,Phoenix,No especificado,4
52231,7,Male,73755,1.56,Chicago,PhD,0
52232,56,Female,91454,1.85,Phoenix,Master,4
52233,21,Female,60091,1.53,Houston,Bachelor,3
52234,61,Male,58206,1.99,Phoenix,Master,5
52235,80,Male,34496,1.86,Chicago,PhD,3
52236,95,Male,32506,1.62,New York,PhD,5
52237,70,Male,55007,1.92,Chicago,Master,4
52238,79,Male,56005,1.77,New York,Bachelor,0
52239,83,Male,38515,1.8,Houston,Master,2
52240,43,Male,68167,1.55,Chicago,No especificado,4
52241,65,Male,71530,1.96,New York,Bachelor,0
52242,24,Female,63058,1.57,New York,PhD,4
52243,37,Female,50445,1.56,Los Angeles,No especificado,4
52244,58,Male,88830,1.76,Houston,Bachelor,2
52245,61,Male,75146,1.6,New York,PhD,3
52246,25,Male,80196,1.99,New York,Master,3
52247,28,Male,54155,1.68,Chicago,PhD,5
52248,91,Male,49771,1.68,Houston,No especificado,4
52249,73,Male,82214,1.76,Phoenix,Master,0
52250,9,Female,87758,1.7,New York,No especificado,2
52251,17,Female,54513,1.77,Houston,PhD,2
52253,78,Male,80746,1.72,Chicago,Bachelor,5
52254,6,Female,41134,1.63,Los Angeles,Bachelor,1
52255,29,Female,24094,1.59,Houston,Bachelor,3
52256,58,Female,95974,1.67,New York,Bachelor,2
52257,15,Female,61484,1.54,Phoenix,No especificado,5
52258,89,Female,24573,1.83,Phoenix,Master,5
52259,77,Female,72813,1.63,Los Angeles,PhD,2
52260,15,Male,57890,1.68,Houston,Bachelor,4
52261,19,Male,93970,1.98,Los Angeles,Master,4
52262,57,Female,66096,1.66,Los Angeles,Master,5
52263,45,Male,84198,1.72,Phoenix,No especificado,4
52264,77,Male,57808,1.66,Los Angeles,PhD,2
52265,32,Female,96225,1.66,Los Angeles,Bachelor,0
52266,73,Male,66598,1.64,Los Angeles,Bachelor,3
52267,90,Female,95506,1.65,Phoenix,PhD,2
52269,41,Female,25784,1.99,Chicago,PhD,4
52270,60,Male,81116,1.7,Los Angeles,Master,5
52271,86,Male,85109,1.82,New York,PhD,5
52272,12,Male,25681,1.89,New York,PhD,5
52273,37,Male,47450,1.83,Phoenix,Bachelor,2
52275,11,Female,84907,1.96,Chicago,No especificado,1
52276,95,Male,41670,1.84,Los Angeles,PhD,2
52277,12,Male,24056,1.92,Houston,Master,4
52278,54,Female,70871,1.81,New York,PhD,3
52279,87,Male,78960,1.9,Houston,PhD,2
52280,24,Female,65681,1.71,Los Angeles,No especificado,1
52281,23,Male,76459,1.6,Chicago,Bachelor,4
52282,5,Female,29002,1.57,New York,Master,3
52283,91,Female,73052,1.65,Houston,No especificado,2
52284,51,Female,72595,1.77,Phoenix,PhD,2
52286,93,Female,76614,1.65,Phoenix,Bachelor,1
52287,87,Male,62375,1.86,Chicago,PhD,0
52288,42,Male,73983,1.63,New York,Master,2
52289,77,Female,52030,1.75,Houston,Bachelor,1
52290,12,Female,63414,1.68,New York,No especificado,3
52291,6,Female,32869,1.61,Los Angeles,Master,4
52292,1,Female,50296,1.82,Chicago,PhD,4
52293,92,Male,58726,1.74,Phoenix,PhD,4
52294,36,Female,20475,1.82,Chicago,PhD,3
52295,33,Female,90308,1.71,Los Angeles,Master,3
52296,25,Male,48603,1.71,Houston,No especificado,4
52297,51,Male,98986,1.62,Chicago,No especificado,5
52298,33,Male,69181,1.63,New York,PhD,3
52299,28,Male,93888,1.91,Phoenix,PhD,2
52300,51,Male,90954,1.98,Chicago,No especificado,2
52301,35,Female,95405,1.98,Los Angeles,Master,1
52302,38,Female,58857,1.79,Phoenix,PhD,3
52303,33,Male,68652,1.88,Houston,PhD,2
52304,27,Male,83735,1.67,Los Angeles,No especificado,4
52305,21,Female,95322,1.55,New York,Bachelor,0
52306,96,Male,92294,1.9,Los Angeles,PhD,4
52307,100,Female,31096,1.51,Phoenix,Bachelor,1
52308,73,Male,76913,1.83,Chicago,Master,1
52309,54,Female,83334,1.68,New York,Bachelor,2
52310,76,Female,32810,1.58,New York,Bachelor,5
52311,12,Male,29365,1.51,Los Angeles,PhD,1
52313,19,Male,73150,1.79,Houston,Bachelor,4
52314,21,Female,34653,1.51,Houston,PhD,0
52315,89,Female,83609,1.63,Los Angeles,PhD,2
52316,98,Female,41594,1.86,New York,Master,4
52317,91,Female,28509,1.88,Chicago,PhD,2
52318,1,Female,24049,1.63,Houston,No especificado,4
52319,81,Female,72225,1.74,Houston,Master,0
52320,8,Female,43211,1.98,New York,PhD,5
52321,60,Female,26744,1.89,Houston,No especificado,3
52322,81,Female,91199,1.97,Phoenix,PhD,3
52323,20,Male,88868,1.51,Chicago,Bachelor,0
52324,22,Female,51893,1.51,Phoenix,Bachelor,3
52325,57,Female,27002,1.72,Chicago,PhD,2
52327,92,Female,35796,1.69,Phoenix,Master,2
52328,65,Male,93599,1.59,New York,Master,3
52329,31,Female,84308,1.74,Phoenix,Master,4
52330,41,Female,25647,1.61,Phoenix,Master,0
52331,21,Female,52335,1.99,Chicago,PhD,1
52333,66,Female,85128,1.79,New York,No especificado,4
52334,7,Male,83721,1.62,New York,Bachelor,5
52335,81,Male,86159,1.59,New York,PhD,2
52336,65,Female,21164,1.73,New York,PhD,4
52337,58,Female,27970,1.96,Los Angeles,Master,0
52338,70,Male,68822,1.5,Chicago,PhD,4
52339,41,Female,68009,1.88,Houston,Bachelor,1
52340,86,Male,52175,1.86,Phoenix,Bachelor,3
52341,62,Female,66484,1.98,Chicago,Master,0
52342,14,Female,80759,1.62,Houston,No especificado,0
52343,8,Male,56183,1.53,Chicago,PhD,1
52344,78,Male,24888,1.72,Houston,Master,2
52345,28,Female,70084,1.66,Phoenix,PhD,1
52346,25,Male,64391,1.94,Chicago,Master,2
52347,70,Female,96757,1.85,Phoenix,Bachelor,2
52348,97,Female,36512,1.67,Phoenix,Master,0
52349,48,Female,79126,1.69,Chicago,PhD,4
52350,28,Male,79951,1.58,Houston,Bachelor,1
52351,6,Male,74963,1.82,Houston,Master,5
52352,2,Female,25499,1.63,Los Angeles,No especificado,1
52353,6,Female,69403,1.71,Phoenix,No especificado,1
52354,76,Female,33612,1.58,Phoenix,No especificado,0
52355,6,Female,37274,1.87,New York,No especificado,3
52356,8,Male,57335,1.79,Phoenix,Master,2
52357,86,Female,39764,1.78,Chicago,PhD,4
52358,55,Male,58360,1.53,Phoenix,PhD,3
52359,28,Male,47048,1.68,Chicago,Bachelor,2
52360,82,Female,43105,1.74,Chicago,PhD,2
52361,18,Male,56461,1.94,Los Angeles,Bachelor,5
52362,44,Female,84634,1.63,Houston,PhD,0
52365,55,Male,78293,1.62,Houston,Master,4
52366,83,Female,91326,1.52,New York,Bachelor,4
52367,61,Female,70640,1.67,Houston,No especificado,3
52368,58,Male,31895,1.82,Phoenix,Bachelor,4
52369,43,Female,35000,1.52,New York,No especificado,1
52370,37,Male,43269,1.75,Los Angeles,PhD,3
52371,52,Female,97484,1.76,Los Angeles,Bachelor,1
52372,48,Male,76155,1.63,Los Angeles,Bachelor,0
52374,53,Male,39182,1.92,Los Angeles,PhD,0
52375,16,Female,74998,1.63,Los Angeles,PhD,2
52376,62,Male,60101,1.82,New York,PhD,4
52377,22,Male,75457,1.82,Houston,PhD,0
52378,71,Female,75997,1.7,Chicago,No especificado,3
52379,85,Male,61333,1.66,Phoenix,PhD,5
52380,40,Male,22758,1.99,Phoenix,Master,3
52381,60,Female,84948,1.59,Chicago,No especificado,2
52382,84,Female,73937,1.54,New York,Master,5
52384,31,Female,20849,1.75,Los Angeles,PhD,2
52385,38,Female,69510,1.84,New York,PhD,2
52386,36,Female,69380,1.66,New York,PhD,4
52387,54,Female,57793,1.71,Chicago,PhD,1
52388,82,Female,51760,1.87,Chicago,Bachelor,1
52389,28,Male,47192,1.87,Chicago,Master,0
52390,29,Female,61902,1.83,Houston,Master,4
52391,24,Female,63919,1.68,New York,PhD,5
52392,92,Male,63085,1.5,New York,Bachelor,1
52393,37,Female,22868,1.95,New York,Bachelor,0
52394,49,Female,88625,1.79,Phoenix,PhD,5
52395,46,Male,45961,1.63,New York,PhD,2
52396,84,Male,23343,1.94,Houston,Bachelor,0
52397,98,Female,87521,1.51,Los Angeles,Master,1
52398,86,Male,23396,1.88,Chicago,No especificado,4
52399,53,Male,97572,1.96,New York,No especificado,1
52400,68,Female,86969,1.68,Phoenix,Bachelor,2
52401,37,Male,34060,1.99,Chicago,Bachelor,4
52402,99,Female,44624,1.62,Phoenix,Bachelor,5
52403,9,Male,78541,1.69,Phoenix,Master,3
52404,43,Male,42316,1.85,Phoenix,Master,4
52405,38,Female,86284,1.58,New York,Bachelor,0
52406,96,Female,63240,1.83,Los Angeles,Master,1
52407,53,Female,95365,1.95,Houston,No especificado,1
52408,95,Female,65808,1.53,Chicago,Bachelor,1
52409,26,Female,40709,1.98,Los Angeles,Bachelor,2
52410,43,Female,35563,1.94,Houston,Master,1
52411,16,Male,94526,1.87,New York,PhD,1
52412,60,Male,82380,1.99,Houston,No especificado,0
52413,41,Female,86586,1.58,Chicago,PhD,1
52414,64,Male,57331,1.64,Chicago,No especificado,2
52415,27,Male,88465,1.83,Houston,PhD,5
52417,97,Female,89818,1.58,Los Angeles,Bachelor,0
52418,9,Male,22932,1.74,Houston,No especificado,5
52419,66,Female,38794,1.52,Los Angeles,Bachelor,5
52420,47,Female,52584,1.96,Los Angeles,No especificado,4
52421,14,Male,30903,1.65,Los Angeles,No especificado,3
52422,94,Male,94798,1.89,New York,Bachelor,0
52423,64,Male,83338,1.9,Phoenix,Master,4
52424,51,Male,85668,1.64,New York,Master,2
52425,73,Female,70360,2.0,Phoenix,Bachelor,0
52427,50,Male,74266,1.53,Los Angeles,Master,0
52428,46,Female,43565,1.84,New York,Bachelor,1
52430,73,Male,91728,1.72,Chicago,No especificado,0
52431,47,Male,64770,1.62,Los Angeles,Bachelor,0
52432,75,Female,50341,1.62,Chicago,Bachelor,0
52433,53,Female,86101,1.75,Los Angeles,Master,1
52434,42,Male,56983,1.82,New York,Master,4
52435,53,Female,66683,1.72,Houston,Bachelor,5
52436,2,Female,67255,1.61,Los Angeles,Bachelor,5
52437,6,Male,92857,1.96,Chicago,Bachelor,5
52438,82,Female,95670,1.58,New York,Master,2
52439,99,Female,68297,1.99,Phoenix,PhD,0
52440,30,Female,33346,1.92,Los Angeles,No especificado,1
52441,91,Male,99082,1.95,Phoenix,Master,2
52442,29,Female,41026,1.66,Houston,PhD,4
52443,58,Male,32305,1.96,Chicago,No especificado,2
52444,96,Female,69510,1.69,New York,No especificado,5
52446,20,Male,77212,1.83,Phoenix,Bachelor,0
52447,24,Female,47515,1.83,New York,Master,0
52448,73,Female,69583,1.64,Los Angeles,Bachelor,2
52449,51,Female,24269,1.71,Chicago,No especificado,1
52450,95,Male,89584,1.79,Chicago,Bachelor,2
52451,35,Male,57852,1.78,New York,PhD,4
52452,67,Female,38682,1.68,Phoenix,Bachelor,3
52453,33,Female,95309,1.59,Los Angeles,PhD,1
52454,82,Male,23454,1.63,Chicago,Master,4
52455,18,Female,82053,1.71,Houston,PhD,3
52456,12,Female,73130,1.67,Houston,Bachelor,0
52457,2,Male,62296,1.62,Los Angeles,Bachelor,5
52458,73,Female,63994,1.87,Los Angeles,Bachelor,4
52459,21,Female,74323,1.71,Los Angeles,No especificado,5
52460,24,Male,32961,1.75,New York,No especificado,3
52461,17,Male,27889,1.8,New York,Bachelor,5
52462,42,Female,32535,1.71,Los Angeles,Master,3
52463,12,Female,32605,1.62,Chicago,Master,0
52465,34,Male,33578,1.58,Chicago,Bachelor,2
52466,44,Female,99152,1.87,Phoenix,Master,2
52467,46,Male,61584,1.56,New York,Master,5
52468,62,Male,50781,1.78,Los Angeles,Master,1
52469,76,Female,67796,1.62,Los Angeles,PhD,4
52470,82,Male,21608,1.59,Los Angeles,Master,5
52471,48,Female,36041,1.52,Houston,No especificado,1
52472,93,Male,53989,1.66,Los Angeles,PhD,1
52473,26,Male,55417,1.8,Chicago,Master,5
52474,59,Male,43977,1.6,New York,Master,4
52475,83,Female,39061,1.86,Los Angeles,No especificado,2
52476,17,Female,69975,1.54,Chicago,Bachelor,4
52477,30,Female,69505,1.69,Phoenix,Master,0
52478,63,Male,52364,1.73,Chicago,PhD,3
52479,51,Male,67535,1.92,Phoenix,No especificado,0
52480,53,Female,94425,1.53,Chicago,Master,2
52481,6,Female,56922,1.76,Phoenix,No especificado,4
52482,35,Male,40061,1.51,Phoenix,Bachelor,2
52483,9,Female,62854,1.94,New York,PhD,5
52484,37,Male,39843,1.69,New York,No especificado,5
52485,19,Female,37424,1.82,Houston,Bachelor,4
52486,55,Female,72676,1.81,Houston,No especificado,4
52487,40,Male,41811,1.79,Phoenix,No especificado,5
52488,28,Male,22442,1.52,Chicago,Bachelor,3
52489,8,Female,94564,1.98,Los Angeles,No especificado,5
52490,24,Male,90657,1.77,Los Angeles,PhD,2
52491,80,Female,84036,1.72,New York,Bachelor,4
52492,61,Male,76116,1.9,Chicago,Master,4
52493,6,Female,55735,1.68,Chicago,Master,1
52494,70,Female,80433,2.0,Chicago,No especificado,0
52495,10,Female,48396,1.77,Houston,Bachelor,1
52496,29,Female,65955,1.81,Los Angeles,PhD,3
52497,63,Female,26308,1.75,Phoenix,Master,5
52499,23,Male,20759,1.84,Chicago,No especificado,3
52500,76,Male,48809,1.65,Los Angeles,No especificado,0
52501,72,Male,23850,1.68,Houston,No especificado,4
52502,19,Female,59560,1.82,Chicago,Bachelor,4
52503,16,Male,81717,1.6,Houston,Master,1
52504,3,Male,98247,1.55,Houston,Master,2
52505,80,Male,77807,1.69,Los Angeles,No especificado,3
52507,26,Male,69256,1.96,New York,No especificado,4
52508,47,Male,53634,1.94,Chicago,PhD,0
52509,82,Male,54626,1.79,Phoenix,PhD,4
52510,97,Male,29458,1.81,Phoenix,Bachelor,3
52511,20,Male,87130,1.68,Chicago,PhD,1
52512,40,Female,55858,1.69,New York,Master,0
52513,86,Male,79588,1.67,Houston,PhD,4
52515,78,Male,44796,1.87,Phoenix,Master,2
52516,20,Female,76933,1.95,Houston,Master,0
52517,22,Female,80482,1.98,Los Angeles,Bachelor,0
52518,78,Female,89244,1.69,Phoenix,Master,4
52520,48,Female,89467,1.99,New York,PhD,2
52521,5,Male,91608,1.81,Phoenix,No especificado,3
52522,12,Male,69711,1.68,Houston,Bachelor,5
52523,92,Male,90467,1.55,Chicago,Bachelor,4
52524,87,Male,20561,1.51,Los Angeles,Bachelor,1
52527,73,Female,48289,1.56,Los Angeles,Master,5
52528,51,Female,25787,1.83,New York,PhD,2
52529,18,Female,66009,1.93,Houston,No especificado,2
52530,72,Female,69624,1.84,New York,Master,4
52531,34,Male,35337,1.57,Chicago,Master,0
52532,4,Male,29356,1.92,Chicago,PhD,5
52533,59,Male,29782,1.79,Chicago,PhD,4
52534,56,Male,40673,1.51,Chicago,Bachelor,3
52535,87,Male,68080,1.7,Houston,Bachelor,1
52536,83,Female,39102,1.93,Phoenix,PhD,0
52537,86,Male,61102,1.83,Houston,Master,0
52538,76,Female,85356,1.71,Los Angeles,Master,2
52539,43,Female,93657,1.51,Houston,Master,3
52541,78,Female,77754,1.9,Houston,Master,2
52542,7,Male,44711,1.53,Chicago,PhD,0
52543,70,Female,63509,1.7,Houston,Bachelor,2
52545,69,Male,48002,1.98,Houston,No especificado,1
52546,28,Female,86765,1.84,Houston,Master,1
52547,85,Female,85012,1.63,Los Angeles,Bachelor,4
52548,85,Female,46831,1.82,Houston,No especificado,2
52549,38,Female,76178,1.74,Phoenix,Bachelor,4
52550,97,Female,91516,1.8,Phoenix,Master,5
52551,64,Female,35874,1.78,Houston,No especificado,1
52552,52,Female,94721,1.65,Phoenix,Bachelor,5
52553,59,Female,78928,1.7,Phoenix,Master,0
52554,88,Male,41677,1.8,New York,Master,5
52555,80,Male,55142,1.89,Los Angeles,Bachelor,2
52556,4,Male,64544,1.68,Houston,Master,5
52557,7,Female,88733,1.51,Chicago,No especificado,4
52558,57,Male,42700,1.68,Los Angeles,PhD,4
52559,65,Female,50908,1.9,Los Angeles,No especificado,1
52560,20,Male,69893,1.63,New York,PhD,5
52561,40,Male,53732,1.98,Chicago,PhD,0
52562,39,Female,42296,1.83,Phoenix,Bachelor,4
52563,52,Female,66603,1.96,Los Angeles,Master,5
52564,56,Male,33133,1.95,Los Angeles,Bachelor,3
52565,51,Female,99335,1.9,New York,Bachelor,2
52567,78,Male,95858,1.99,Chicago,Master,1
52568,40,Female,82630,1.72,New York,PhD,2
52569,89,Female,31039,1.61,Phoenix,PhD,0
52570,72,Male,94640,1.54,Chicago,No especificado,4
52571,29,Female,34042,1.98,Phoenix,No especificado,2
52572,56,Male,81951,1.58,Los Angeles,Bachelor,2
52573,88,Female,55292,1.77,Phoenix,Master,1
52574,1,Male,66877,1.64,Chicago,Master,2
52575,88,Male,57682,1.57,New York,No especificado,0
52576,73,Male,46339,1.69,Houston,Master,0
52577,82,Male,38339,1.61,Los Angeles,Bachelor,0
52578,40,Male,94317,1.72,Houston,PhD,0
52579,27,Female,60356,1.98,Phoenix,PhD,1
52580,67,Male,21128,1.66,New York,PhD,1
52581,53,Male,94317,1.63,Chicago,Bachelor,0
52582,65,Female,68657,1.67,Los Angeles,Master,0
52584,88,Male,67872,1.81,New York,Master,3
52585,96,Female,85465,1.7,Los Angeles,No especificado,3
52586,46,Male,54661,1.69,New York,No especificado,5
52587,94,Female,62379,1.85,Houston,PhD,1
52588,3,Male,26858,1.85,Chicago,No especificado,4
52589,68,Male,56038,1.78,Houston,No especificado,5
52591,43,Female,42192,1.99,Chicago,PhD,3
52592,75,Female,46901,2.0,Chicago,PhD,5
